idp_code,district_name,IDP_Site
CCCM-2022(U)-SO220116-396,Dayniile,1
CCCM-2022(U)-SO220117-001,Khada,20 Jirow
CCCM-2022(U)-SO220116-401,Dayniile,Aabey
CCCM-SO220113-0001,Wadajir,Aamin Saabiriin Center
CCCM-2022(U)-SO220116-402,Dayniile,Aano Badan
CCCM-2022(U)-SO220116-403,Dayniile,Abeesade
CCCM-2022(U)-SO220116-267,Dayniile,Abiyow
CCCM-2022(U)-SO220116-404,Dayniile,Abrone
CCCM-2022(U)-SO220116-405,Dayniile,Adaado
CCCM-2022(U)-SO220116-268,Dayniile,Adadley
CCCM-2022(U)-SO220116-406,Dayniile,Adenyabale
CCCM-2022(U)-SO220117-003,Khada,Adimola
CCCM-2022(U)-SO220116-407,Dayniile,Adleef
CCCM-2022(U)-SO220116-269,Dayniile,Ado Kibir
CCCM-2022(U)-SO220117-004,Khada,Afbarwaqo
CCCM-2022(U)-SO220117-005,Khada,Afgoye
CCCM-2022(U)-SO220116-408,Dayniile,Afgoye
CCCM-2022(U)-SO220116-409,Dayniile,Aflax
CCCM-SO220105-0001,Hodan,Afrax / Kam Barwaaqo
CCCM-2022(U)-SO220116-270,Dayniile,Africa
CCCM-2022(U)-SO220116-410,Dayniile,Afyur
CCCM-2022(U)-SO220117-006,Khada,Agaaran
CCCM-2022(U)-SO220116-271,Dayniile,Ahaadi
CCCM-SO220106-0010,Wardhigley,Ahlu Sunna / Somali Weyne
CCCM-2022(U)-SO220116-411,Dayniile,Ahmed Gurey
CCCM-2022(U)-SO220116-412,Dayniile,Al- Amar
CCCM-2022(U)-SO220117-007,Khada,Al Bushara
CCCM-SO220104-0001,Hawl Wadaag,Al Cadaala
CCCM-SO220113-0002,Wadajir,Al Cadaala / Badbaada / Alcadala
CCCM-2022(U)-SO220116-413,Dayniile,Al Cadala
CCCM-SO220114-0002,Dharkenley,Al Faraj
CCCM-2022(U)-SO220116-414,Dayniile,Al Fuuto
CCCM-2022(U)-SO220116-415,Dayniile,Al Hidaya
CCCM-2022(U)-SO220116-416,Dayniile,Al Ixsan
CCCM-2022(U)-SO220116-417,Dayniile,Al Juriz
CCCM-2022(U)-SO220117-008,Khada,Al Kauthar
CCCM-2022(U)-SO220116-272,Dayniile,Al Kheerad
CCCM-2022(U)-SO220116-419,Dayniile,Al Nacim
CCCM-2022(U)-SO220117-009,Khada,Al Najum
CCCM-2022(U)-SO220117-010,Khada,Al Nasri
CCCM-SO220107-0001,Bondhere,Al Nasteex
CCCM-2022(U)-SO220117-011,Khada,Al Rahma
CCCM-2022(U)-SO220116-420,Dayniile,Al Rahma
CCCM-SO220111-0001,Yaaqshid,Al Rahma / Al-Rahma / Al Rahma
CCCM-SO220111-0002,Yaaqshid,Al Raxma
CCCM-2022(U)-SO220117-012,Khada,Al Sacad
CCCM-2022(U)-SO220117-013,Khada,Al Subxaan
CCCM-2022(U)-SO220116-421,Dayniile,Al Waasac
CCCM-SO220114-0004,Dharkenley,Ala Naciim
CCCM-SO220114-0005,Dharkenley,Ala Umaqan
CCCM-2022(U)-SO220116-422,Dayniile,Alaf-Suge
CCCM-2022(U)-SO220116-423,Dayniile,Al-Amar
CCCM-2022(U)-SO220116-424,Dayniile,Alanbuur
CCCM-2022(U)-SO220116-425,Dayniile,Alfaraj
CCCM-2022(U)-SO220116-426,Dayniile,Alff
CCCM-SO220104-0002,Hawl Wadaag,Al-Haq
CCCM-2022(U)-SO220116-427,Dayniile,Al-Hidaaya
CCCM-2022(U)-SO220116-428,Dayniile,Ali Dharway
CCCM-2022(U)-SO220116-429,Dayniile,Ali Doon
CCCM-2022(U)-SO220116-430,Dayniile,Aljuriz
CCCM-2022(U)-SO220116-273,Dayniile,Alkhaliif
CCCM-2022(U)-SO220117-015,Khada,Alkowsar
CCCM-2022(U)-SO220116-431,Dayniile,Alkowsar
CCCM-2022(U)-SO220116-432,Dayniile,Alla Amin
CCCM-2022(U)-SO220116-433,Dayniile,Alla Fuuto
CCCM-2022(U)-SO220116-434,Dayniile,Alla Suge
CCCM-2022(U)-SO220116-274,Dayniile,Alla Sugey
CCCM-SO220105-0003,Hodan,Alla Tuug
CCCM-2022(U)-SO220116-435,Dayniile,Allah Dhowr
CCCM-SO220105-0004,Hodan,Alla-Karim
CCCM-2022(U)-SO220117-016,Khada,Allamagan
CCCM-2022(U)-SO220116-436,Dayniile,Allaqabe
CCCM-2022(U)-SO220116-437,Dayniile,Alla-Weyn
CCCM-SO220103-0001,Hamar Jabjab,Alle Suge
CCCM-SO220113-0003,Wadajir,Alle Suge
CCCM-2022(U)-SO220117-017,Khada,Almuhim
CCCM-2022(U)-SO220117-018,Khada,Al-Nuur
CCCM-2022(U)-SO220117-020,Khada,Alrahma
CCCM-2022(U)-SO220116-439,Dayniile,Al-Rahma 4
CCCM-2022(U)-SO220116-440,Dayniile,Alrahmo
CCCM-SO220107-0002,Bondhere,Alraxma / Al Rahma
CCCM-2022(U)-SO220117-021,Khada,Al-Yaasin
CCCM-2022(U)-SO220117-022,Khada,Alyasin
CCCM-2022(U)-SO220116-275,Dayniile,Amana Allah
CCCM-2022(U)-SO220117-023,Khada,Amara
CCCM-2022(U)-SO220117-254,Khada,Ambarey
CCCM-2022(U)-SO220116-441,Dayniile,Amin Sabirin
CCCM-2022(U)-SO220116-442,Dayniile,Amow Garoorow
CCCM-2022(U)-SO220116-443,Dayniile,Anfac
CCCM-2022(U)-SO220117-025,Khada,Anshax
CCCM-SO220105-0006,Hodan,Aqbaal
CCCM-2022(U)-SO220116-444,Dayniile,Araade
CCCM-2022(U)-SO220116-276,Dayniile,Arabo
CCCM-2022(U)-SO220116-445,Dayniile,Arfuda
CCCM-2022(U)-SO220117-026,Khada,Armale
CCCM-2022(U)-SO220116-446,Dayniile,Arrinsooy
CCCM-2022(U)-SO220117-027,Khada,Aruurishow
CCCM-2022(U)-SO220116-447,Dayniile,Asal
CCCM-2022(U)-SO220117-028,Khada,Aw -Gaarow
CCCM-2022(U)-SO220117-029,Khada,Awbaale
CCCM-2022(U)-SO220116-448,Dayniile,Awboore
CCCM-2022(U)-SO220117-030,Khada,Awguuro
CCCM-2022(U)-SO220116-449,Dayniile,Awinta Walaalaha
CCCM-2022(U)-SO220117-031,Khada,Awqaarow
CCCM-2022(U)-SO220117-032,Khada,Ayaan
CCCM-SO220105-0007,Hodan,Ayaanle
CCCM-2022(U)-SO220117-033,Khada,Baardheere
CCCM-2022(U)-SO220116-450,Dayniile,Badar
CCCM-SO220113-0004,Wadajir,Badbaado
CCCM-SO220114-0006,Dharkenley,Badbaado
CCCM-SO220114-0007,Dharkenley,Badbaado 1
CCCM-SO220114-0008,Dharkenley,Badbaado 4
CCCM-2022(U)-SO220116-451,Dayniile,Badda-As
CCCM-2022(U)-SO220116-452,Dayniile,Badequmane
CCCM-2022(U)-SO220116-453,Dayniile,Badul Amiin
CCCM-2022(U)-SO220117-035,Khada,"Bagal Shire
"
CCCM-2022(U)-SO220116-277,Dayniile,Bakaal
CCCM-2022(U)-SO220117-036,Khada,Bakad
CCCM-2022(U)-SO220117-037,Khada,Bakakale
CCCM-2022(U)-SO220117-038,Khada,Bakat
CCCM-2022(U)-SO220116-454,Dayniile,Baki
CCCM-2022(U)-SO220116-278,Dayniile,Bala Mog
CCCM-2022(U)-SO220116-279,Dayniile,Balabalo
CCCM-2022(U)-SO220116-455,Dayniile,Baladul Amiin
CCCM-2022(U)-SO220117-039,Khada,Balafley
CCCM-2022(U)-SO220117-040,Khada,Balanbaalis
CCCM-2022(U)-SO220116-456,Dayniile,Balgaleey
CCCM-2022(U)-SO220116-280,Dayniile,Bambam
CCCM-2022(U)-SO220117-041,Khada,Banaaney
CCCM-SO220105-0008,Hodan,Banbasa
CCCM-2022(U)-SO220116-457,Dayniile,Bandar
CCCM-2022(U)-SO220116-281,Dayniile,Bandar Jadid Derow
CCCM-2022(U)-SO220116-458,Dayniile,Bandarjadid
CCCM-SO220101-0001,Hamar Weyne,Bangiga Rooma / Blank Rooma
CCCM-2022(U)-SO220116-459,Dayniile,Banjanaay
CCCM-2022(U)-SO220116-460,Dayniile,Banooda
CCCM-2022(U)-SO220116-282,Dayniile,Banow
CCCM-2022(U)-SO220117-042,Khada,Banyaal
CCCM-2022(U)-SO220116-461,Dayniile,Banyaale
CCCM-2022(U)-SO220116-462,Dayniile,Banyare
CCCM-2022(U)-SO220117-043,Khada,Baqal Shire
CCCM-2022(U)-SO220116-463,Dayniile,Bar Xaraf
CCCM-2022(U)-SO220117-044,Khada,Barafley
CCCM-2022(U)-SO220117-045,Khada,Barakal
CCCM-2022(U)-SO220117-046,Khada,Barakale
CCCM-2022(U)-SO220117-047,Khada,Bardale
CCCM-2022(U)-SO220116-464,Dayniile,Barde Qumane
CCCM-2022(U)-SO220116-465,Dayniile,Bardheere
CCCM-2022(U)-SO220117-048,Khada,Bariire
CCCM-2022(U)-SO220117-049,Khada,Bariyow
CCCM-SO220105-0009,Hodan,Barkaanle1
CCCM-2022(U)-SO220117-050,Khada,Barkulan
CCCM-2022(U)-SO220116-283,Dayniile,Barkulan
CCCM-2022(U)-SO220117-051,Khada,Barwaaqo
CCCM-SO220105-0010,Hodan,Barwaaqo
CCCM-SO220105-0011,Hodan,Barwaaqo
CCCM-SO220107-0003,Bondhere,Barwaaqo
CCCM-SO220109-0002,Cabdulasiis,Barwaaqo
CCCM-SO220112-0001,Shangaani,Barwaaqo
CCCM-SO220113-0005,Wadajir,Barwaaqo
CCCM-SO220114-0011,Dharkenley,Barwaaqo
CCCM-SO220101-0002,Hamar Weyne,Barwaaqo / Barwaaqo / Kam Barwaaqo / Barwaqo
CCCM-2022(U)-SO220116-466,Dayniile,Barwaaqo Nasiib
CCCM-2022(U)-SO220116-467,Dayniile,Barwaqo
CCCM-2022(U)-SO220117-052,Khada,Barwaqo 2
CCCM-2022(U)-SO220116-284,Dayniile,Barya
CCCM-2022(U)-SO220117-053,Khada,Baslawe
CCCM-2022(U)-SO220117-054,Khada,Basro
CCCM-2022(U)-SO220116-469,Dayniile,Batriyo
CCCM-2022(U)-SO220116-285,Dayniile,Batulo Omar Abdulle
CCCM-2022(U)-SO220117-055,Khada,Bay Iyo Bakol
CCCM-2022(U)-SO220116-470,Dayniile,Bay Iyo Bakol
CCCM-SO220106-0001,Wardhigley,Bay Iyo Bakool
CCCM-2022(U)-SO220116-286,Dayniile,Baylod
CCCM-2022(U)-SO220117-056,Khada,Beelo Toofiq Lerweni
CCCM-2022(U)-SO220116-287,Dayniile,Beet Musaa'Ada
CCCM-2022(U)-SO220116-471,Dayniile,Bel Deeq
CCCM-2022(U)-SO220117-057,Khada,Bereey
CCCM-2022(U)-SO220116-472,Dayniile,Beydhawo Janaay
CCCM-2022(U)-SO220116-473,Dayniile,Beytul-Aran
CCCM-SO220109-0003,Cabdulasiis,Bibiscola
CCCM-SO220110-0001,Karaan,Bibsicola
CCCM-2022(U)-SO220116-288,Dayniile,Bidanweine
CCCM-2022(U)-SO220116-474,Dayniile,Biiguur
CCCM-2022(U)-SO220117-058,Khada,Biitaale
CCCM-2022(U)-SO220116-475,Dayniile,Bilaal
CCCM-2022(U)-SO220116-476,Dayniile,Bil'Adad
CCCM-2022(U)-SO220116-477,Dayniile,Bilan
CCCM-2022(U)-SO220116-479,Dayniile,Bilker
CCCM-2022(U)-SO220117-059,Khada,Bilkheir
CCCM-2022(U)-SO220116-289,Dayniile,Bilkheir
CCCM-SO220114-0012,Dharkenley,Bilqayr
CCCM-2022(U)-SO220116-480,Dayniile,Biriweyne 3
CCCM-2022(U)-SO220116-290,Dayniile,Biroole
CCCM-2022(U)-SO220117-060,Khada,Bisharo
CCCM-2022(U)-SO220117-061,Khada,Bismilah
CCCM-2022(U)-SO220116-291,Dayniile,Bismillah
CCCM-2022(U)-SO220116-481,Dayniile,Biya Buur
CCCM-2022(U)-SO220117-062,Khada,Biyo Adde
CCCM-2022(U)-SO220116-482,Dayniile,Bodhari
CCCM-2022(U)-SO220116-292,Dayniile,Booca Yaree
CCCM-2022(U)-SO220116-483,Dayniile,Booko
CCCM-2022(U)-SO220117-063,Khada,Boqolsoon Centre
CCCM-2022(U)-SO220116-293,Dayniile,Budbud
CCCM-2022(U)-SO220116-294,Dayniile,Bula Barako
CCCM-2022(U)-SO220116-484,Dayniile,Bulalow
CCCM-2022(U)-SO220116-485,Dayniile,Bule Eeys
CCCM-SO220110-0004,Karaan,Bulloow
CCCM-SO220104-0005,Hawl Wadaag,Bulo Marer
CCCM-SO220106-0002,Wardhigley,Bulo Qaran / Buuli Qaran
CCCM-2022(U)-SO220116-486,Dayniile,Bulo-Madino
CCCM-2022(U)-SO220117-066,Khada,Bulsho Bile
CCCM-2022(U)-SO220116-487,Dayniile,Bulsho Kaab
CCCM-2022(U)-SO220116-488,Dayniile,Bulsho Kaam
CCCM-2022(U)-SO220116-489,Dayniile,Buqgosat
CCCM-SO220113-0006,Wadajir,Bur Daar
CCCM-SO220113-0007,Wadajir,Bur Daar
CCCM-2022(U)-SO220116-490,Dayniile,Burcade
CCCM-SO220105-0012,Hodan,Burco
CCCM-2022(U)-SO220117-265,Khada,Burdhera
CCCM-2022(U)-SO220116-491,Dayniile,Burela
CCCM-2022(U)-SO220117-067,Khada,Burfole
CCCM-2022(U)-SO220116-297,Dayniile,Burlibaax
CCCM-2022(U)-SO220116-298,Dayniile,Bursijis
CCCM-2022(U)-SO220116-492,Dayniile,Busleey
CCCM-SO220114-0014,Dharkenley,Busleey
CCCM-SO220114-0015,Dharkenley,Busley 1
CCCM-2022(U)-SO220116-493,Dayniile,Buula Eeys
CCCM-2022(U)-SO220117-070,Khada,Buula Jaay
CCCM-2022(U)-SO220116-494,Dayniile,Buula Madiina
CCCM-2022(U)-SO220116-495,Dayniile,Buula Warbo
CCCM-SO220106-0003,Wardhigley,Buulo
CCCM-2022(U)-SO220117-071,Khada,Buulo Ciir
CCCM-2022(U)-SO220116-496,Dayniile,Buulo Ees
CCCM-2022(U)-SO220116-497,Dayniile,Buulo Falaay
CCCM-2022(U)-SO220116-299,Dayniile,Buulo Galool
CCCM-2022(U)-SO220117-072,Khada,Buulo Kulan
CCCM-2022(U)-SO220116-498,Dayniile,Buulo Mareer
CCCM-SO220106-0004,Wardhigley,Buulo Qaran / Buur Heybe
CCCM-2022(U)-SO220117-073,Khada,Buulo Sokor
CCCM-2022(U)-SO220116-499,Dayniile,Buulo Warbo
CCCM-SO220106-0005,Wardhigley,Buulomareer / Buulo Mareer / Buur Eyli / Buur Eylo
CCCM-SO220108-0003,Shibis,Buuloow
CCCM-SO220109-0004,Cabdulasiis,Buuloow
CCCM-SO220110-0002,Karaan,Buur Bishaare / Buur Bushaar / Buur Bishaar
CCCM-2022(U)-SO220116-500,Dayniile,Buur Dheere
CCCM-SO220105-0013,Hodan,Buur Iyo Qalin
CCCM-2022(U)-SO220116-501,Dayniile,Buur-Daalo
CCCM-2022(U)-SO220116-502,Dayniile,Buurdheere
CCCM-SO220110-0003,Karaan,C2
CCCM-2022(U)-SO220117-074,Khada,Caadley
CCCM-2022(U)-SO220116-503,Dayniile,Caanamaal
CCCM-2022(U)-SO220116-504,Dayniile,Caaneste
CCCM-2022(U)-SO220116-505,Dayniile,Cacmo Furan2
CCCM-SO220106-0006,Wardhigley,Cad Cadeey / Cad Cadey Kam
CCCM-2022(U)-SO220116-506,Dayniile,Cajab
CCCM-2022(U)-SO220116-507,Dayniile,Cajib
CCCM-2022(U)-SO220116-508,Dayniile,Calaf Alle
CCCM-SO220105-0014,Hodan,Cali Aadan Yare
CCCM-2022(U)-SO220116-509,Dayniile,Caloofi
CCCM-SO220112-0002,Shangaani,Cam Jubba
CCCM-2022(U)-SO220117-075,Khada,Cambar Binu Camar
CCCM-2022(U)-SO220116-510,Dayniile,Cana Badan
CCCM-2022(U)-SO220117-076,Khada,Canole
CCCM-2022(U)-SO220116-300,Dayniile,Canole
CCCM-2022(U)-SO220116-511,Dayniile,Canole
CCCM-2022(U)-SO220116-512,Dayniile,Carfoon
CCCM-2022(U)-SO220116-513,Dayniile,Carfuuda
CCCM-SO220104-0007,Hawl Wadaag,Cariif1 / Buur Iyo Qalin
CCCM-2022(U)-SO220117-077,Khada,Carkiil
CCCM-SO220105-0015,Hodan,Caro Case
CCCM-SO220105-0016,Hodan,Caro Case 2 / Cali Dhere 2
CCCM-2022(U)-SO220117-078,Khada,Casri Abdi Ahmed
CCCM-2022(U)-SO220116-515,Dayniile,Catar
CCCM-2022(U)-SO220116-516,Dayniile,Cawaale
CCCM-2022(U)-SO220116-517,Dayniile,Ceeb Laawe
CCCM-2022(U)-SO220117-079,Khada,Ceel Dheere
CCCM-2022(U)-SO220116-518,Dayniile,Ceelgaras
CCCM-SO220112-0003,Shangaani,Ceymiska
